"BuySellIndicator","TransactionType","Sender","Receiver","SendersRef","Function","TradeRef","PreviousRef","TradeDate","SettlementDate","DealCcy","DealPrice","SGXSecurityCode","ISIN","SecurityDescription","Quantity","BuyerSeller","ClientAccount","CDPSafeKeepingAccount","PlaceofTrade","PlaceofSettlement","SettlementCcy","SettlementAmt","AccruedInterestCcy","AccruedInterestAmt","Blocktrade","PaymentIndicator","LocalorForeignIndicator","StatusID","Status","PSMSMatchedReference","TransferType","flag","NotReported","Rate","Price","DaName","CDPAccountName","Location","SettlementValue_BaseCurrency","SettlementValue_SGD","NewFee","OldFee","FeeGain"
"S","FDVP",557,557,"7622317","NEWM","3554615",NA,20160518,20160523,"SGD",0,"1A48","SG1A48000743","HTL INT'L HOLDINGS LIMITED",18700,"DEUTGB22EEQ","27016704000","5571-1503-6068","OTCO","CDPLSGSG","SGD",15720.95,"",NA,"N","","",15,"SETTLED","C16K200522326716","TRAD","Off-Exchange",NA,1,0.83,"DB  Nominees (Singapore) Pte Ltd","DB LDN - 27016704000","OTHERS",15720.95,15720.95,0,33,-33
"B","FDVP",557,282,"7622373","NEWM","3554643",NA,20160518,20160523,"SGD",0,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",3100,"DEUTGB22EEQ","27016704000","5571-1503-6068","OTCO","CDPLSGSG","SGD",46883.86,"",NA,"N","","",15,"SETTLED","C16K200522334532","TRAD","Off-Exchange",NA,1,15.13,"DB  Nominees (Singapore) Pte Ltd","DB LDN - 27016704000","OTHERS",46883.86,46883.86,0,33,-33
"B","FDVP",557,282,"7622397","NEWM","3554655",NA,20160518,20160523,"SGD",0,"1M51","SG1M51904654","CAPITALAND MALL TRUST",87800,"DEUTGB22EEQ","27016704000","5571-1503-6068","OTCO","CDPLSGSG","SGD",181726.62,"",NA,"N","","",15,"SETTLED","C16K200522334533","TRAD","Off-Exchange",NA,1,2.05,"DB  Nominees (Singapore) Pte Ltd","DB LDN - 27016704000","OTHERS",181726.62,181726.62,0,33,-33
"S","FDVP",557,282,"7622399","NEWM","3554656",NA,20160518,20160523,"SGD",0,"1I52","SG1I52882764","SATS LTD.",30100,"DEUTGB22EEQ","27016704000","5571-1503-6068","OTCO","CDPLSGSG","SGD",132684.53,"",NA,"N","","",15,"SETTLED","C16K200522333594","TRAD","Off-Exchange",NA,1,4.45,"DB  Nominees (Singapore) Pte Ltd","DB LDN - 27016704000","OTHERS",132684.53,132684.53,0,33,-33
"B","FDVP",557,282,"7622421","NEWM","3554667",NA,20160518,20160523,"SGD",0,"1T75","SG1T75931496","SINGTEL",42300,"DEUTGB22EEQ","27016704000","5571-1503-6068","OTCO","CDPLSGSG","SGD",162924.22,"",NA,"N","","",15,"SETTLED","C16K200522334216","TRAD","Off-Exchange",NA,1,3.84,"DB  Nominees (Singapore) Pte Ltd","DB LDN - 27016704000","OTHERS",162924.22,162924.22,0,33,-33
"B","FDVP",557,557,"7622505","NEWM","3554708",NA,20160518,20160523,"SGD",0,"1A48","SG1A48000743","HTL INT'L HOLDINGS LIMITED",18700,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","SGD",15720.95,"",NA,"N","","",15,"SETTLED","C16K200522326716","TRAD","Off-Exchange",NA,1,0.83,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",15720.95,15720.95,0,33,-33
"S","FDVP",557,282,"7622531","NEWM","3554721",NA,20160518,20160523,"SGD",0,"1B51","SG1B51001017","JARDINE CYCLE & CARRIAGE LTD",200,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","SGD",6551.23,"",NA,"N","","",15,"SETTLED","C16K200522334352","TRAD","Off-Exchange",NA,1,32.31,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",6551.23,6551.23,0,33,-33
"B","FDVP",557,282,"7622555","NEWM","3554733",NA,20160518,20160523,"SGD",0,"1O34","SG1O34912152","EZRA HOLDINGS LIMITED",400,"DEUTGB22PBR","27016704010","5571-1652-8914","XSES","CDPLSGSG","SGD",31.61,"",NA,"N","","",15,"SETTLED","C16K200522334455","TRAD","Off-Exchange",NA,1,0.074,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",31.61,31.61,78,33,45
"B","FDVP",557,282,"7622573","NEWM","3554742",NA,20160518,20160523,"SGD",0,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",3100,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","SGD",46860.59,"",NA,"N","","",15,"SETTLED","C16K200522335117","TRAD","Off-Exchange",NA,1,15.13,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",46860.59,46860.59,0,33,-33
"S","FDVP",557,282,"7622581","NEWM","3554746",NA,20160518,20160523,"SGD",0,"1R89","SG1R89002252","CITY DEVELOPMENTS LIMITED",700,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","SGD",5785.28,"",NA,"N","","",15,"SETTLED","C16K200522334422","TRAD","Off-Exchange",NA,1,8.18,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",5785.28,5785.28,0,33,-33
"B","FDVP",557,282,"7622597","NEWM","3554751",NA,20160518,20160523,"SGD",0,"1M51","SG1M51904654","CAPITALAND MALL TRUST",5700,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","SGD",11772.65,"",NA,"N","","",15,"SETTLED","C16K200522333964","TRAD","Off-Exchange",NA,1,2.05,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",11772.65,11772.65,0,33,-33
"S","FDVP",557,282,"7622599","NEWM","3554752",NA,20160518,20160523,"SGD",0,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",1100,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","USD",6725.84,"",NA,"N","","",15,"SETTLED","C16K200522333703","TRAD","Off-Exchange",NA,1.41265,6.08,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",6725.84,9501.257876,0,33,-33
"S","FDVP",557,282,"7622599","NEWM","3554752",NA,20160518,20160523,"SGD",0,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",1100,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","USD",6725.84,"",NA,"N","","",15,"SETTLED","C16K200522333703","TRAD","Off-Exchange",NA,1.38175,6.08,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",6725.84,9293.42942,0,33,-33
"S","FDVP",557,282,"7622607","NEWM","3554756",NA,20160518,20160523,"SGD",0,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",400,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","SGD",6040.08,"",NA,"N","","",15,"SETTLED","C16K200522334035","TRAD","Off-Exchange",NA,1,15.13,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",6040.08,6040.08,0,33,-33
"B","FDVP",557,557,"7622617","NEWM","3554761",NA,20160518,20160523,"SGD",0,"1N89","SG1N89910219","SINGAPORE POST LIMITED",24000,"EFGBHKHHXXX","27729864322","5571-3325-6752","OTCO","CDPLSGSG","SGD",37722.39,"",NA,"N","","",15,"SETTLED","C16K200522326562","TRAD","Off-Exchange",NA,1,1.58,"DB  Nominees (Singapore) Pte Ltd",NA,NA,37722.39,37722.39,0,33,-33
"S","FDVP",557,282,"7622639","NEWM","3554772",NA,20160518,20160523,"SGD",0,"1N31","SG1N31909426","COMFORTDELGRO CORPORATION LTD",207200,"DEUTMYKLXXX","27006564092","5571-2438-3673","OTCO","CDPLSGSG","SGD",567259.63,"",NA,"N","","",15,"SETTLED","C16K200522334135","TRAD","Off-Exchange",NA,1,2.75,"DB  Nominees (Singapore) Pte Ltd","DTMB EIB JP RTN FD (4092)","MALAYSIA",567259.63,567259.63,0,33,-33
"B","FDVP",557,282,"7622893","NEWM","3554899",NA,20160518,20160523,"SGD",0,"1T08","SG1T08929278","ASCOTT RESIDENCE TRUST",1000,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","SGD",1116.04,"",NA,"N","","",15,"SETTLED","C16K200522335121","TRAD","Off-Exchange",NA,1,1.125,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",1116.04,1116.04,0,33,-33
"S","FDVP",557,282,"7622969","NEWM","3554937",NA,20160518,20160523,"SGD",0,"1A18","BMG507361001","JARDINE MATHESON HLDGS LTD",2000,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","USD",108141.06,"",NA,"N","","",15,"SETTLED","C16K200522335093","TRAD","Off-Exchange",NA,1.41265,53.67,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",108141.06,152765.468409,0,33,-33
"S","FDVP",557,282,"7622969","NEWM","3554937",NA,20160518,20160523,"SGD",0,"1A18","BMG507361001","JARDINE MATHESON HLDGS LTD",2000,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","USD",108141.06,"",NA,"N","","",15,"SETTLED","C16K200522335093","TRAD","Off-Exchange",NA,1.38175,53.67,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",108141.06,149423.909655,0,33,-33
"S","FDVP",557,551,"7623171","NEWM","3555038",NA,20160518,20160523,"SGD",0,"1N03","BMG578481068","MANDARIN ORIENTAL INTL LTD",6400,"DEUTGB22EEQ","27016704000","5571-1503-6068","OTCO","CDPLSGSG","USD",9349.84,"",NA,"N","","",15,"SETTLED","C16K200522327469","TRAD","Off-Exchange",NA,1.41265,1.45,"DB  Nominees (Singapore) Pte Ltd","DB LDN - 27016704000","OTHERS",9349.84,13208.051476,0,33,-33
"S","FDVP",557,551,"7623171","NEWM","3555038",NA,20160518,20160523,"SGD",0,"1N03","BMG578481068","MANDARIN ORIENTAL INTL LTD",6400,"DEUTGB22EEQ","27016704000","5571-1503-6068","OTCO","CDPLSGSG","USD",9349.84,"",NA,"N","","",15,"SETTLED","C16K200522327469","TRAD","Off-Exchange",NA,1.38175,1.45,"DB  Nominees (Singapore) Pte Ltd","DB LDN - 27016704000","OTHERS",9349.84,12919.14142,0,33,-33
"B","FDVP",557,551,"7623233","NEWM","3555065",NA,20160518,20160523,"SGD",0,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",494200,"DEUTGB22EEQ","27016704000","5571-1503-6068","OTCO","CDPLSGSG","USD",3019025.08,"",NA,"N","","",15,"SETTLED","C16K200522326579","TRAD","Off-Exchange",NA,1.41265,6.08,"DB  Nominees (Singapore) Pte Ltd","DB LDN - 27016704000","OTHERS",3019025.08,4264825.779262,0,33,-33
"B","FDVP",557,551,"7623233","NEWM","3555065",NA,20160518,20160523,"SGD",0,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",494200,"DEUTGB22EEQ","27016704000","5571-1503-6068","OTCO","CDPLSGSG","USD",3019025.08,"",NA,"N","","",15,"SETTLED","C16K200522326579","TRAD","Off-Exchange",NA,1.38175,6.08,"DB  Nominees (Singapore) Pte Ltd","DB LDN - 27016704000","OTHERS",3019025.08,4171537.90429,0,33,-33
"B","FDVP",557,551,"7623237","NEWM","3555067",NA,20160518,20160523,"SGD",0,"1Q75","SG1Q75923504","OLAM INTERNATIONAL LIMITED",62600,"DEUTGB22EEQ","27016704000","5571-1503-6068","OTCO","CDPLSGSG","SGD",103045.59,"",NA,"N","","",15,"SETTLED","C16K200522326622","TRAD","Off-Exchange",NA,1,1.705,"DB  Nominees (Singapore) Pte Ltd","DB LDN - 27016704000","OTHERS",103045.59,103045.59,0,33,-33
"B","FDVP",557,551,"7623243","NEWM","3555070",NA,20160518,20160523,"SGD",0,"2F77","SG2F77993036","ASIAN PAY TELEVISION TRUST",124500,"DEUTGB22EEQ","27016704000","5571-1503-6068","OTCO","CDPLSGSG","SGD",70298.54,"",NA,"N","","",15,"SETTLED","C16K200522326580","TRAD","Off-Exchange",NA,1,0.565,"DB  Nominees (Singapore) Pte Ltd","DB LDN - 27016704000","OTHERS",70298.54,70298.54,0,33,-33
"S","FDVP",557,562,"7623287","NEWM","3555087",NA,20160518,20160523,"SGD",0,"1M31","SG1M31001969","UNITED OVERSEAS BANK LIMITED",1000,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",17981.23,"",NA,"N","","",15,"SETTLED","C16K200522328125","TRAD","Off-Exchange",NA,1,17.94,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",17981.23,17981.23,0,33,-33
"S","FDVP",557,561,"7623291","NEWM","3555089",NA,20160518,20160523,"SGD",0,"1P66","SG1P66918738","SINGAPORE PRESS HLDGS LTD",190700,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",755261.49,"",NA,"N","","",15,"SETTLED","C16K200522328008","TRAD","Off-Exchange",NA,1,3.95,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",755261.49,755261.49,0,33,-33
"S","FDVP",557,659,"7623297","NEWM","3555092",NA,20160518,20160523,"SGD",0,"1R89","SG1R89002252","CITY DEVELOPMENTS LIMITED",45200,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","SGD",372199.29,"",NA,"N","","",15,"SETTLED","C16K200522344584","TRAD","Off-Exchange",NA,1,8.18,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",372199.29,372199.29,0,33,-33
"S","FDVP",557,561,"7623307","NEWM","3555097",NA,20160518,20160523,"SGD",0,"9014","GB0043620292","GENTING SINGAPORE PLC",85400,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",63834.73,"",NA,"N","","",15,"SETTLED","C16K200522328135","TRAD","Off-Exchange",NA,1,0.725,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",63834.73,63834.73,0,33,-33
"S","FDVP",557,562,"7623311","NEWM","3555099",NA,20160518,20160523,"SGD",0,"9014","GB0043620292","GENTING SINGAPORE PLC",497200,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",371646.67,"",NA,"N","","",15,"SETTLED","C16K200522328000","TRAD","Off-Exchange",NA,1,0.725,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",371646.67,371646.67,0,33,-33
"S","FDVP",557,278,"7623335","NEWM","3555111",NA,20160518,20160523,"SGD",0,"1CH4","SG1CH4000003","RAFFLES MEDICAL GROUP LTD",4000,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","SGD",6229.09,"",NA,"N","","",15,"SETTLED","C16K200522329990","TRAD","Off-Exchange",NA,1,1.575,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",6229.09,6229.09,0,33,-33
"B","FDVP",557,557,"7623351","NEWM","3555119",NA,20160518,20160523,"SGD",0,"1I52","SG1I52882764","SATS LTD.",28000,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",122602.57,"",NA,"N","","",15,"SETTLED","C16K200522327596","TRAD","Off-Exchange",NA,1,4.45,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",122602.57,122602.57,0,33,-33
"S","FDVP",557,551,"7623439","NEWM","3555163",NA,20160518,20160523,"SGD",0,"1B51","SG1B51001017","JARDINE CYCLE & CARRIAGE LTD",400,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",13403.02,"",NA,"N","","",15,"SETTLED","C16K200522327465","TRAD","Off-Exchange",NA,1,32.31,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",13403.02,13403.02,0,33,-33
"S","FDVP",557,561,"7623443","NEWM","3555165",NA,20160518,20160523,"SGD",0,"1B51","SG1B51001017","JARDINE CYCLE & CARRIAGE LTD",1000,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",33507.57,"",NA,"N","","",15,"SETTLED","C16K200522328133","TRAD","Off-Exchange",NA,1,32.31,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",33507.57,33507.57,0,33,-33
"S","FDVP",557,590,"7623453","NEWM","3555170",NA,20160518,20160523,"SGD",0,"1Q52","SG1Q52922370","SUNTEC REAL ESTATE INV TRUST",20500,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",33651.1,"",NA,"N","","",15,"SETTLED","C16K200522327649","TRAD","Off-Exchange",NA,1,1.625,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",33651.1,33651.1,0,33,-33
"S","FDVP",557,590,"7623459","NEWM","3555173",NA,20160518,20160523,"SGD",0,"1B51","SG1B51001017","JARDINE CYCLE & CARRIAGE LTD",1300,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",43559.83,"",NA,"N","","",15,"SETTLED","C16K200522327383","TRAD","Off-Exchange",NA,1,32.31,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",43559.83,43559.83,0,33,-33
"S","FDVP",557,659,"7623461","NEWM","3555174",NA,20160518,20160523,"SGD",0,"1J27","SG1J27887962","CAPITALAND LIMITED",12500,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",37534.69,"",NA,"N","","",15,"SETTLED","C16K200522338558","TRAD","Off-Exchange",NA,1,2.99,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",37534.69,37534.69,0,33,-33
"B","FDVP",557,659,"7623469","NEWM","3555178",NA,20160518,20160523,"SGD",0,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",13200,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",198476.24,"",NA,"N","","",15,"SETTLED","C16K200522333333","TRAD","Off-Exchange",NA,1,15.13,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",198476.24,198476.24,0,33,-33
"S","FDVP",557,561,"7623471","NEWM","3555179",NA,20160518,20160523,"SGD",0,"1Q52","SG1Q52922370","SUNTEC REAL ESTATE INV TRUST",23600,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",38739.8,"",NA,"N","","",15,"SETTLED","C16K200522327315","TRAD","Off-Exchange",NA,1,1.625,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",38739.8,38739.8,0,33,-33
"B","FDVP",557,561,"7623477","NEWM","3555182",NA,20160518,20160523,"SGD",0,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",3000,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",45108.24,"",NA,"N","","",15,"SETTLED","C16K200522325724","TRAD","Off-Exchange",NA,1,15.13,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",45108.24,45108.24,0,33,-33
"B","FDVP",557,561,"7623521","NEWM","3555204",NA,20160518,20160523,"SGD",0,"1V61","SG1V61937297","SINGAPORE AIRLINES LTD",65100,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",691023.39,"",NA,"N","","",15,"SETTLED","C16K200522325579","TRAD","Off-Exchange",NA,1,10.6,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",691023.39,691023.39,0,33,-33
"B","FDVP",557,561,"7623523","NEWM","3555205",NA,20160518,20160523,"SGD",0,"1V61","SG1V61937297","SINGAPORE AIRLINES LTD",67300,"NWSCUS33XXX","25400784000","5571-1762-8268","OTCO","CDPLSGSG","SGD",714375.95,"",NA,"N","","",15,"SETTLED","C16K200522325725","TRAD","Off-Exchange",NA,1,10.6,"DB  Nominees (Singapore) Pte Ltd","FB A/C DBSI NY - F","OMNIBUS",714375.95,714375.95,0,33,-33
"B","FDVP",557,283,"7623669","NEWM","3555272",NA,20160518,20160523,"SGD",0,"1T75","SG1T75931496","SINGTEL",46000,"DEUTSGSPXXX","26974644000","5571-1792-2998","OTCO","CDPLSGSG","SGD",154960.2,"",NA,"N","","",15,"SETTLED","C16K200522327536","TRAD","Off-Exchange",NA,1,3.84,"DB  Nominees (Singapore) Pte Ltd","DBSP-PWM (26974644000)","OMNIBUS",154960.2,154960.2,0,33,-33
"S","FDVP",557,590,"7623735","NEWM","3555304",NA,20160518,20160523,"SGD",0,"1T56","SG1T56930848","WILMAR INTERNATIONAL LIMITED",11000,"DEUTSGSPXXX","26974644703","5571-2451-5561","XSES","CDPLSGSG","SGD",38551.7,"",NA,"N","","",15,"SETTLED","C16K200522327409","TRAD","Off-Exchange",NA,1,3.26,"DB  Nominees (Singapore) Pte Ltd","PWM SG 6576896 (26974644703)","SINGAPORE",38551.7,38551.7,78,33,45
"B","FDVP",557,282,"7623737","NEWM","3555305",NA,20160518,20160523,"SGD",0,"1AF6","SG1AF6000009","KEPPEL DC REIT",31000,"DEUTMYKLXXX","27006564035","5571-2238-8747","OTCO","CDPLSGSG","SGD",33696.24,"",NA,"N","","",15,"SETTLED","C16K200522333982","TRAD","Off-Exchange",NA,1,1.075,"DB  Nominees (Singapore) Pte Ltd","DTMB-MIDF-AMASIA (4035)","MALAYSIA",33696.24,33696.24,0,33,-33
"S","FDVP",557,278,"7623739","NEWM","3555306",NA,20160518,20160523,"SGD",0,"1W35","SG1W35938974","FIRST RESOURCES LIMITED",17300,"DEUTMYKLXXX","27006564032","5571-2227-2833","OTCO","CDPLSGSG","SGD",28491.53,"",NA,"N","","",15,"SETTLED","C16K200522329764","TRAD","Off-Exchange",NA,1,1.6,"DB  Nominees (Singapore) Pte Ltd","DTMB-AMASEAN EQ","MALAYSIA",28491.53,28491.53,0,33,-33
"S","FDVP",557,701,"7623771","NEWM","3555322",NA,20160518,20160523,"SGD",0,"1T22","SG1T22929874","KEPPEL REIT",2500,"DEUTDEFFXXX","27004904000","5571-1351-4066","OTCO","CDPLSGSG","SGD",2502.47,"",NA,"N","","",15,"SETTLED","C16K200522332074","TRAD","Off-Exchange",NA,1,1.02,"DB  Nominees (Singapore) Pte Ltd","DBFT-CLIENTS/4000","OTHERS",2502.47,2502.47,0,33,-33
"S","FDVP",557,557,"7624369","NEWM","3555619",NA,20160518,20160523,"SGD",0,"1I52","SG1I52882764","SATS LTD.",28000,"DEUTGB22PBR","27016704010","5571-1652-8914","OTCO","CDPLSGSG","SGD",122602.57,"",NA,"N","","",15,"SETTLED","C16K200522327596","TRAD","Off-Exchange",NA,1,4.45,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",122602.57,122602.57,0,33,-33
"S","FDVP",557,590,"7625499","NEWM","3556181",NA,20160519,20160523,"SGD",0,"569","SG0569007446","SUPER GROUP LTD.",13000,"DEUTGB22PBR","27016704010","5571-1652-8914","XSES","CDPLSGSG","SGD",11199.34,"",NA,"N","","",15,"SETTLED","C16K200522328073","TRAD","Off-Exchange",NA,1,0.855,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",11199.34,11199.34,78,33,45
"B","OFOP",557,690,"7625595","NEWM","3556229",NA,20160519,20160523,"SGD",0,"1O34","SG1O34912152","EZRA HOLDINGS LIMITED",8e+05,"DEUTGB2LASL","27107134002","5571-2307-9115","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822325461","TRAD","Off-Exchange",NA,1,0.074,"DB  Nominees (Singapore) Pte Ltd","DBLDN ASL US (4002)","UNITED KINGDOM",59200,59200,75,0,75
"S","OFOP",557,557,"7625619","NEWM","3556241",NA,20160519,20160523,"SGD",0,"1F90","SG1F90001388","NEPTUNE ORIENT LINES LIMITED",63805,"DEUTGB22EEQ","27016704000","5571-1503-6068","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822352076","","Off-Exchange",NA,1,1.295,"DB  Nominees (Singapore) Pte Ltd","DB LDN - 27016704000","OTHERS",82627.475,82627.475,75,100,-25
"B","OFOP",557,557,"7625629","NEWM","3556246",NA,20160519,20160523,"SGD",0,"1F90","SG1F90001388","NEPTUNE ORIENT LINES LIMITED",63805,"DEUTGB22PBR","27016704010","5571-1652-8914","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822352076","","Off-Exchange",NA,1,1.295,"DB  Nominees (Singapore) Pte Ltd","DB LDN-PB CLR (4010)","OTHERS",82627.475,82627.475,75,0,75
"B","OFOP",557,561,"7625839","NEWM","3556346",NA,20160520,20160523,"SGD",0,"1F90","SG1F90001388","NEPTUNE ORIENT LINES LIMITED",64000,"DEUTGB22EEQ","27016704000","5571-1503-6068","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822352861","","Off-Exchange",NA,1,1.295,"DB  Nominees (Singapore) Pte Ltd","DB LDN - 27016704000","OTHERS",82880,82880,75,0,75
"B","OFOP",557,659,"7626081","NEWM","3556464",NA,20160520,20160523,"SGD",0,"2D00","SG2D00968206","HUTCHISON PORT HOLDINGS TRUST",392000,"CHASGB2LGST","27005404014","5571-1803-3973","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822346990","","Off-Exchange",NA,1.41265,0.43,"DB  Nominees (Singapore) Pte Ltd","JPM-ESCROW (27005404014)","UNITED KINGDOM",168560,238116.284,75,0,75
"B","OFOP",557,659,"7626081","NEWM","3556464",NA,20160520,20160523,"SGD",0,"2D00","SG2D00968206","HUTCHISON PORT HOLDINGS TRUST",392000,"CHASGB2LGST","27005404014","5571-1803-3973","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822346990","","Off-Exchange",NA,1.38175,0.43,"DB  Nominees (Singapore) Pte Ltd","JPM-ESCROW (27005404014)","UNITED KINGDOM",168560,232907.78,75,0,75
"B","OFOP",557,659,"7626085","NEWM","3556466",NA,20160520,20160523,"SGD",0,"2D00","SG2D00968206","HUTCHISON PORT HOLDINGS TRUST",392000,"CHASGB2LGST","27005404014","5571-1803-3973","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822346991","","Off-Exchange",NA,1.41265,0.43,"DB  Nominees (Singapore) Pte Ltd","JPM-ESCROW (27005404014)","UNITED KINGDOM",168560,238116.284,75,0,75
